id,gen,smile,source,weight,logp,score
ACWS,1,CC(C)(C)c1ccc(OCC2=CC(N(CC3=CC(OC4=CC=C(Cl)CC4)CC3)C(C)(C)C)=CC=C(N3CCC(N4CCC(c5ccccc5)CC4)CC3)O2)cc1,generated,778.5219999999998,11.35259999999999,-9.8
AANQ,3,CC1=CC=C(N(NC(=O)CN2C=CC3=CC=CC=CC=C(OC(=O)O)C=CC(CCC(=O)O3)C(=O)OC2=O)c2ccccc2)Cc2ccccc21,generated,689.7210000000002,6.644400000000006,-9.8
AALT,3,O=C(Nc1ccccc1)N1C=NC(C(=O)N2C=CC(c3ccccc3)c3ccccc32)CC1,generated,436.51500000000016,5.013500000000004,-9.8
AAUE,3,CC1CCC(Nc2ccccc2)C(C(=O)Nc2ccncc2C=Cc2ccccc2CC(Nc2ccc(C#N)cc2)C2=CC=C(CCc3ccccc3)Cc3ccccc3C2)C1,generated,814.0899999999998,12.286679999999985,-9.7
AARG,3,CC1=CCC(C(=O)N2C=C(C(=O)Nc3ccccc3)C2=O)C2=CC=C(c3ccc(C#N)cc3)C2C2C=C(F)C(C(N)=O)=C2CCc2ccccc2C=CC=CC=C1,generated,754.862,8.378980000000004,-9.7
ABYV,2,CC1=CCCC2C(=O)OCCC3=CC=c4c(ccccc(Cl)ccc4=CC(C(F)(F)F)C=C3)C(c3ccccc3)=CC(Cl)=CC=C2CC1,generated,689.645,10.264299999999992,-9.7
ABRY,1,O=C1NC(=CC=C2C=CC(c3ccccc3)O2)C(Oc2ccccc2C2=NN=C(N3CCN(C(=O)NC4=CC=C(O)C(O)C=C4)CC3)C2)=CC=C1Cl,generated,719.1980000000001,5.387300000000006,-9.7
ABHL,3,CCC(NC1=CC=CC1)C1=CC=c2cc(c(=CC=C(C)C(=O)c3ccccc3)[nH]c2=O)CC(=C2CC=C(c3ccccc3)C2)CC1,generated,606.8100000000002,7.413800000000008,-9.6
ABFC,2,CC1=CCCC(C(=O)NC2CCN(C(=O)c3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)OC(=O)c3ccccc32)OC(=O)C=C1,generated,649.7000000000003,4.602400000000004,-9.6
ABDQ,1,CC1(O)C(CC(=O)O)C=C(C2C=C(C3=CC=C(CN(NC(=O)Cn4c(=O)oc5ccccc54)C(C)(C)C)CC3)CC2)C2=CC=CC21,generated,625.7660000000001,5.603500000000006,-9.6
AAXB,4,CC(C)(C)NC(=O)C(CC1=CC=C(CN2CCN(C(=O)Nc3ccccc3)CC2)NC(=O)c2ccccc21)NC(=O)Cn1c(=O)oc2ccccc21,generated,705.816,3.9447000000000028,-9.5
ABVF,1,O=C1C=CC=CC=C(c2ccccc2)C(CN(c2ccc(-c3ccccc3)cc2)c2ccccc2O)=CC1,generated,495.6220000000002,8.292500000000004,-9.5
ACTP,1,COC(C)C(=O)N1CCC2C3=CC=C(c4ccccc4)C(=CC=C3)C=CC(Cc3ccc(C#N)ncc4c(cc3)CCC4)N2CC1,generated,610.8019999999999,6.491280000000007,-9.5
ACIX,1,CCC1=CC=C(C2CCC(NC(N)=O)=NC2=CC=C2C=CC=C3C(CCC3C(O)c3cnc(C4=CC=CCC4)nc3)O2)C1=NS(=O)(=O)c1ccc(Cl)cc1F,generated,783.3260000000001,7.6782000000000075,-9.5
ABVJ,1,CN(C)CC1=CC=C2OC(=CC=Cc3ccccc3)C2C2CCC(NC1)N1CCN(CC=C1c1cccc(C(F)(F)F)c1)CC2,generated,616.7720000000004,7.008900000000008,-9.4
ABKS,4,CC(=O)CC1=CC=C(C(=O)NC2=NN=CN(C(=O)Nc3nnnnn3)C(C)=NN=NN=N2)C(O)C1O,generated,499.4120000000001,-1.3552999999999986,-9.4
AARC,0,NC(=O)C(Cc1ccc(OCc2ccccc2)cc1)CP(=O)(O)CC(Cc1ccccc1)C(=O)O,generated,495.5120000000002,4.123500000000003,-9.4
AACJ,3,CC(C)(C)CC1CCNNC(=O)C2=CC=C(CC1=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C1=CC=C(C#N)C(NC(=O)c3ccccc3)C1=O)CC2,generated,730.866,3.6390800000000034,-9.4
AAYR,1,O=C1NC2=CC=C(F)C(O)C(CO)NC(CC2)C2=CC(c3ccc(Cl)cc3)=NC2=CC=CC2=CC=C(OCCc3ccccc3)N1C2,generated,655.17,5.786200000000006,-9.4
ACPM,1,CC(NC(=O)C(Cc1ccccc1)NC(=O)C1(CC(=O)O)c2ccccc21)c1ccccc1,generated,442.51500000000016,3.3657000000000012,-9.4
AAWY,3,O=C(c1ccc(NC(=O)N2CCc3ccccc32)c2ccccc12)N1CCCN(c2ccccc2)CC1,generated,490.60700000000026,5.7869000000000055,-9.4
ABAY,3,CCCC(C)NC(=O)C(NC(=O)CNC(=O)CN1C=CC=CC=C2OC(=O)C(F)=CC=C2OC1=O)C(=O)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)C(=O)O,generated,856.8610000000001,1.9061000000000037,-9.3
AAMO,4,CC(C)NC(=O)C1C=CC=CC=CC=CC=CCC(CC2=NN=NC=CC=CC=CC(c3ccccc3)CCCCCCCCCC2)CCCC1,generated,689.0449999999993,13.011299999999977,-9.3
ACTT,1,CC(C)(C)C1=CC(NC(=O)Cn2c(=O)oc3ccccc32)CC(OC2CCC(c3ccccc3)OC2)c2ccc(Cl)cc21,generated,601.1430000000003,7.244100000000008,-9.3
AAWW,3,CCC1=CC=C2C=CC=C(C=CC=C3OCC(CO)N3Cc3ccccc31)N2N=C(C=C1C=CC=CC1)c1cnnnn1,generated,571.6850000000001,5.150700000000005,-9.2
ACAE,2,CN1CCC(C(=O)NC(CCc2ccccc2)C2=CCCC(c3ccccc3)C=C2)c2ccccc21,generated,476.6640000000002,6.787900000000007,-9.2
AAYC,1,CCC(OC)C(=O)N1CCC2CC(CC1)N1C=C3COC3=CC=CC=C2CCN(C2CC2)CC1,generated,467.65400000000034,3.8730000000000038,-9.2
ABEF,3,CC1CCC(C(=O)Nc2nnnn2-c2nnnn2C2=CC=C(c3ccccn3)C2=O)C(=O)c2ccccc21,generated,508.5020000000003,1.8858999999999995,-9.2
ACMQ,1,CC(C)(C)NC(=O)C(CC1=CC=CC(OC2=CC(c3ccccc3)CC(c3ccccc3)C=C2)NC1=O)c1ccc(Cl)cc1,generated,607.1940000000002,8.094900000000008,-9.2
AAGY,4,O=C(NC(=O)c1ccc(NC(=O)C2=CC=C(O)C(CO)C2)c2ccccc12)C1=CC=COOC1,generated,462.45800000000025,2.817100000000001,-9.1
ABCN,4,O=C(CN1CCN(C(=O)OC2=CC=C(c3ccccc3)CCC2)Cc2ccccc21)NC(=O)Nc1ccccc1,generated,536.6320000000004,5.944900000000006,-9.1
AADW,4,O=C(NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)Nc1ccccn1)c1ccccc1,generated,492.5790000000001,3.7889000000000017,-9.1
AAUG,3,CCCC1CCC(NC(=O)C2CCCCN(C(=O)CC3CCN(C(=O)Nc4ccccc4)CC3)C(=O)OC3=CC=CC(C)C3C2NCc2ccccc2)CC1,generated,752.013,8.425400000000007,-9.1
ABEF,1,CC(C)(C)C1(C)CC(C(=O)OC2CC3=CC=C(F)CCC(=CC=C(c4ccccc4)C4C=CC=C(Cl)C=C4)C3C2)NC(=O)O1,generated,618.1890000000002,9.060000000000004,-9.1
AARD,2,CC(C)(C)C1NC(=O)OC2=CC(NC(=O)c3ccccc3)CC3CCCC(Cc4cccc(F)c4)NC(=O)C4C=C(C(F)(F)F)C=C(C(C=CC=C21)N3)C4F,generated,764.8360000000004,7.470000000000008,-9.1
AAYY,3,CC1CCC(C(=O)NC2=NC=CCC2=CC=C2CC(=O)NC(=O)C=CC=CC=CC=CC=CCO2)CC1,generated,501.62700000000024,4.899200000000005,-9.1
AASA,3,O=C(Cc1cccc2ccc(CNC(=O)c3ccccc3)cc12)Nc1ccccc1,generated,394.47400000000005,4.951000000000004,-9.1
ABID,1,CN(C)C(=O)N1CCC(C(=O)N2CCCC2=CC=C2C=CC(C3=CC=C(c4ccccc4)C3)=C(F)CC2)CC1,generated,527.6840000000002,6.800000000000008,-9.1
AAUY,3,Oc1ccc(CN2CCC(Nc3ccccn3)CC2)n2c(ccccc(Cl)c3ccccc13)NC(c1ccccc1)CC2,generated,592.1870000000001,8.277500000000005,-9.0
AAYV,1,CC(NC(=O)C1=CC=C(C(=O)Nc2ccccc2)C2=CC=C(c3ccccc3)C(=O)NC2=CC=CC=C1)C(=O)O,generated,533.5840000000003,4.2169000000000025,-9.0
AAMS,2,CC1=CCC(=CC2C(=O)OC(=O)C(=CC=C(Cl)C(=O)O)CC(=CC=C(C(=O)c3cccc(F)c3)c3ccccc3)C2=O)CC1,generated,615.0530000000001,6.867500000000006,-9.0
AAYM,2,CN1CC2=CC=C(CNC3=CC(=CC=C(Cl)C=CC3)C=C2)C(=CC=C(Oc2ccccc2)C(O)CNO)c2ccccc2OC1=O,generated,638.1640000000002,6.721900000000008,-9.0
ABHY,0,N#Cc1cccc(NP(=O)(OCC(CO)Cc2ccc(F)c(F)c2)c2ccccc2)c1,generated,442.40200000000004,4.634780000000003,-9.0
AAVT,4,CC(C)CC(CC1=CC=C(O)CC1)C(=O)NC(=O)C(NC(=O)Cn1c(=O)oc2ccccc21)NC(=O)c1ccccc1,generated,574.6340000000002,3.3241000000000005,-9.0
AAQU,3,Cc1ccc(N(C(=O)Cc2ccc(-c3ccccc3)cc2)c2ccc(C)c3ccccc23)cc1,generated,441.5740000000002,8.031040000000006,-9.0
AASC,3,CC1C=CCC2=CC=CC(=O)C(CNC(=O)c3ccccc3)=CC=C2C(C(=O)OC(=O)NC2=CC=C(C(=O)c3ccccc3)C2=O)CCC1,generated,656.735,6.2457000000000065,-9.0
AAVR,3,CC1CCCC(C(=O)NC2CCN(CCC(C(=O)O)c3ccccc3)C2=CC=CC=C2C=CC=C2)c2ccccc21,generated,548.7270000000001,6.999100000000007,-9.0
ACSE,1,O=C(NC1=CC=C(O)C(N2CCC(Nc3ccccc3)C2)CC1)N1CCC(c2ccccc2)CC1,generated,472.6330000000003,5.250200000000006,-8.9
AACD,3,CC1CCC(C(=O)NC2=NN(C(=O)c3ccccc3)C(C)(C)CC2)c2ccccc21,generated,403.52600000000024,4.812000000000005,-8.9
AATL,3,CC1CCC(NC(=O)C2=CC=C(C(=O)N3C=CC(F)C4=CC=CC(CC4)C(=O)OC(=O)N(C(F)F)CC3)C2c2ccc(Cl)c(F)c2)CC1,generated,690.134,6.898400000000008,-8.9
ABRN,0,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNNC(=O)C(Cc1ccccc1)OC(=O)c1ccccc1,generated,547.6520000000003,3.5724000000000027,-8.9
AAXN,3,Cc1ccc(N2CC=NN=C2Nc2ccccc2C=CC=CC=c2ccc(=CC=CC(C(=O)O)C(=O)c3ccccc3)[nH]c2=O)cc1O,generated,639.7120000000003,4.633320000000004,-8.9
AAMW,3,CCC1CCCC(C(=O)NC(Cc2ccccc2)NC(=O)c2ccccc2C(=O)O)C(=O)c2ccccc21,generated,512.6060000000002,4.976200000000004,-8.9
AALF,3,CC1CCC(C(=O)Nc2nnnn2-c2ccccc2)C(=O)NC(CCC2C=CCC2)C=C(O)c2ccccc21,generated,526.6410000000003,4.944600000000004,-8.9
AAJY,2,CC1=CCCC(NC(=O)Cc2ccccc2CC2=CC=C(CCc3ccccc3)CC2)c2ccccc21,generated,487.6870000000003,8.105600000000008,-8.9
AAZD,1,CC1CCC(C(=O)Nc2nnnn2-c2ccc(C#N)cc2)C(O)c2ccccc21,generated,388.4310000000001,2.7195800000000006,-8.9
ACPB,1,CC(NC(=O)Cn1c(=O)oc2ccccc21)NC(=O)C1=CC=C(C(=O)O)NC(=O)c2ccccc21,generated,476.4450000000002,0.9683999999999999,-8.9
ABLI,4,Cc1ccccc1C(=O)NC(C)C=CC=CC=CC(NC(=O)C1CC(=O)c2ccccc2CC=CC=CC=CC=C(C(=O)O)C(=O)N1)C(=O)NC(=O)CN(C)C,generated,761.8760000000001,3.4646200000000027,-8.8
ABHU,4,CC1=CC(C(=O)NC(=O)C(C)(C)C)C(=O)OC(=O)C(NC(=O)c2ccccc2)CCCCCCCN(C)C1=O,generated,541.6450000000003,2.918800000000001,-8.8
AATV,1,CC1=CCCC(NC2=CC(C3=CC(c4cccc(F)c4)C3)Oc3ccccc32)N=C1,generated,400.4970000000001,5.768100000000007,-8.8
AATJ,2,CCC1=CC(C(C(=O)O)C(C)O)C(=O)OC(C)=CC=CC=C2CCC(C=CC=C1)CNC(=O)C2=CC=C(C#N)C=CC(=CC=CC=C(C)C(=O)O)C1=CC=C(c2ccccc2)C1,generated,835.01,9.462180000000002,-8.8
ABWQ,1,CC(NC(=O)C1CC(=CC=C(O)C(=O)O)C1)NC(=O)C(Cc1ccc(O)c(O)c1)NC(=O)Cn1c(=O)oc2ccccc21,generated,594.5770000000002,1.174500000000001,-8.8
AAYC,3,CC1=CCCC(C(=O)NC2=CC=C(C(=O)Nc3ccccn3)C(O)C2c2ccccc2)CC1,generated,443.5470000000002,4.241400000000003,-8.8
AANZ,0,O=C(C=Cc1ccc(CNCc2ccc(Cl)cc2)cc1)N(Cc1ccccc1)Cc1ccc(Br)cc1,generated,559.9350000000002,7.634500000000006,-8.8
AAZY,1,CCC(NC(=O)C1CCC2(C=C3CC(c4ccccc4)CC2N3)C1)NC(=O)C(Cc1ccccc1)NC(=O)Cn1c(=O)oc2ccccc21,generated,661.8030000000001,4.510300000000003,-8.8
AAQR,4,C=C(C#CC(=O)N1CCC(=O)C2=CC=CC=C1CCC(=O)C1(c3ccccc3)CCC(c3ccccc3)CCCC21)CC,generated,571.7610000000001,7.788900000000008,-8.8
AASQ,1,CC(C)(C)C(NC(=O)CC1=CC=C(c2ccccc2)CC(Oc2ccc(C#N)cc2)C=C1)C(=O)O,generated,470.56900000000024,5.281180000000004,-8.8
AALU,4,CC1=CC=C(C)c2ccccc2C(NC(=O)NC2CCC(c3ccccc3)CC2)C1,generated,400.56600000000026,6.506600000000006,-8.7
AAIQ,4,CCC(CC1CCC2NC(=O)CN(CCC(C(=O)Nc3ccc(Br)cc3)NC1=O)c1ccccc1C(=O)N2)OC,generated,614.541,3.179900000000001,-8.7
AAWA,4,CC1=Cc2ccccc2C2=CC(c3ccccc3)CCC(=O)N(C1)N(CC(=O)C(C)(C)C)C(=O)O2,generated,472.5850000000004,5.819400000000007,-8.7
AAIK,2,O=C(O)CC(NC(=O)Cn1c(=O)oc2ccccc21)NC(=O)C1CC2c3ccccc3CCC12,generated,463.49000000000024,1.993799999999999,-8.7
ABQR,2,CC1=CCCC(CC=CC=C2C=CC2=CCC(=CC=CCCC2=CC=CC(C(F)(F)F)C2)C(=O)O)OCCC1,generated,540.6660000000002,9.063100000000004,-8.7
ABFZ,0,O=C(OC(Cc1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(Cl)cc1,generated,412.91600000000005,6.683300000000005,-8.7
AAJC,2,CC1=CCCC(C(=O)NC2CC(=CC=C(Cl)C(=O)C=Cc3ccccc3)N2C2=CC=C(CNC(=O)Cc3ccccc3)CC2)CC1,generated,636.236,7.523000000000008,-8.7
ABIQ,2,CCC(CC)NC(=O)CN1CC(C(=O)c2ccccc2)NC(=O)CC2=CC=C(C)C(=O)NC2=CC=CC=C2CC=CC(OC(=O)Cn3c(=O)oc4ccccc43)C=C21,generated,785.898,5.097300000000004,-8.7
ABGI,3,CC(=O)OP(=O)(NC1=CC=C(NC(NC(=O)C2C=CC(C)CCCCC2)c2ccccc2)C1=O)C(=O)O,generated,529.5300000000004,4.537900000000004,-8.7
ABFW,3,Cc1ccc(C(=O)NC2=CC=C(C(=O)Nc3ccccc3)C2=CC=C2C=CC=CCC3C(=O)C3=CO2)cc1,generated,502.5700000000003,5.6132200000000045,-8.7
AASF,2,CC1CCCN(C(=O)CCC2CC(=CC=C(O)C(=O)c3ccccc3)CNC2=O)CC1,generated,424.5410000000002,3.802500000000002,-8.7
AAYQ,3,NC1=C(C=C2C=CC=C2)C=CC1=CC=C1Cc2ccccc2CC(=O)C(=O)N1,generated,368.43600000000015,3.115800000000001,-8.7
ABIZ,2,CC1=CCCN2C=C(C(=O)N1)C1(C=CC(C#N)=CC3=CC=CC=CC3=CC=CC1)C2=O,generated,409.48900000000015,4.067480000000003,-8.7
ACFQ,1,CC(C)(C)C1CCC(NS(=O)(=O)C23C=NC(=CC2)C(=O)NC(c2ccccc2)N=C3)CC1,generated,456.6120000000002,3.5073000000000016,-8.7
ACPV,1,COc1cccn1C1CC2CC(CC(=O)NC3=CC=C3)C3C(=O)N(CCC(c4ccccc4)=CC=C23)CC(=CC=C(Cl)S(=O)(=O)C2CCC(c3cccnc3)C2)N1,generated,806.4290000000001,7.553400000000009,-8.7
AAQR,1,CC(C)(C)C(NC(=O)C1=CC=C(Cl)C(=O)C(CC(=O)O)C1=O)NC(=O)c1ccccc1,generated,446.88700000000017,2.1966,-8.6
ABCZ,1,CC(C)C(=O)N1CCC(NC(=O)CC2=CC=C(O)C(C3=CC=C(c4ccccc4)CN3c3ccc(Cl)cc3)CC2)CC1,generated,586.1759999999999,7.059100000000007,-8.6
AAHG,2,CC1CCC(C(=O)OC(=O)c2ccccc2)NC(=O)c2ccc(C#N)cc21,generated,362.38500000000016,2.9375800000000014,-8.6
ACBQ,1,CC(NC(=O)C(C#N)C(Cc1ccccc1)NC(=O)C1CCN(C(=O)Cn2c(=O)oc3ccccc32)CC1)C(=O)O,generated,561.5950000000004,1.2896800000000008,-8.6
ABVY,1,CC(C)(C)C1CCC(c2ccccc2)C(=O)NC(C(=O)O)C(C(=O)Nc2ccc(-c3ccc(C#N)cc3)nn2)CC1,generated,553.6630000000001,5.159480000000003,-8.6
AAUX,3,CC1CCCCC(NC(=O)Cc2ccccc2C=C2C=NN=NC2)c2ccccc21,generated,400.5260000000001,5.599100000000005,-8.6
AAAN,0,CC1CCC(NC(=O)c2ccc(CNC(=O)c3cc(C(C)(C)C)cc(C(F)(F)F)c3)cc2)CC1,generated,474.56700000000023,6.241400000000007,-8.6
AAXF,3,NC(=O)C(CC1=CC=CCC1)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)c1ccccc1,generated,474.56100000000015,1.7805,-8.6
AATZ,1,CC(C)(C)C(Nc1ccc(N2CCC(c3ccccc3)NC2=O)nc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,529.6410000000002,4.381300000000002,-8.6
AAIM,0,O=C(Nc1ccc(-c2cccc(C(F)(F)F)c2)cc1)n1ccc(=O)c(=O)[nH]c1=O,generated,403.3160000000001,2.6628000000000007,-8.6
ABMO,0,CC(C)(C)c1ccccc1N1CCN(c2ccc(N3CCN(CC(=O)N4CCCCCC4)CC3)c(Nc3ccccc3)c2)CC1,generated,608.8750000000005,6.578900000000007,-8.6
AAXA,4,CC(C)(C)C(CC1=CC=CC(C(=O)NC(=O)c2ccc(O)cc2)CC1)NC(=O)Cn1c(=O)oc2ccccc21,generated,531.6090000000003,4.070300000000002,-8.5
AAXV,4,CC(C)NC(=O)C(=O)N1C=C(C(=O)c2nnnnnnccc2C(=O)O)CC(C(=O)Nc2ccccc2)CC1,generated,535.5210000000001,0.3477000000000017,-8.5
AAFV,4,CC(=O)Oc1ccccc1OC(=O)CN1C(=O)OC2=CC=C(Oc3ccccc3)CC(CCCCCC(O)C(O)C2=O)C(Oc2ccccc2)C1=O,generated,713.7360000000004,5.051800000000006,-8.5
ABWE,2,CC(C)(C)OC(=O)NC1CC(=CC=C2C(=CC=CC=C(C(=O)O)C(=O)O)C2=CC=C(C(=O)O)C2=CC=CC=C(Cl)C=C2)c2ccccc21,generated,668.1420000000002,7.6702000000000075,-8.5
ABCI,1,O=C(CN1CCN(C2=CC=C(OC3=CC=C(c4ccc(CF)cc4)C3)OC2)CC1)c1ccccc1,generated,472.5600000000003,5.099700000000006,-8.5
AAAE,0,NC(=O)c1ccc(NC(=O)C(CC(=O)O)NC(=O)c2cc(-c3ccccc3)ccc2Cl)nn1,generated,467.86900000000014,2.107699999999999,-8.5
ABBI,1,CC1=CC=C(C(=O)NC2=CC=C(c3ccccc3)C2)c2ccccc2C1,generated,339.4380000000001,5.0598000000000045,-8.5
AAPH,0,CN(C)c1cncc(C2CC3CCC(C2)N3CC(O)CNC2CCN(C(=O)OC(C)(C)C)CC2)n1,generated,488.6770000000003,2.6030000000000006,-8.5
ABXJ,1,CC(C)(C)C1=CC=CC(OCCNC(=O)c2ccc(C3=CC=C(c4ccccc4)CN3)cc2)C=C1,generated,466.6250000000001,5.927800000000005,-8.5
AAWM,1,O=C(Nc1ccc(Cl)cc1)N1CCC(N2CCC(N3CCN(C(=O)c4ccccc4)CC3)CC2)CC1,generated,510.0820000000004,4.258700000000004,-8.5
AADX,2,CC(C)C(C)CC(CN1CCC(NCC2=CC=C(C#N)C(CO)OCCC(NC(=O)CNC(=O)C3=CC=C(c4ccccc4)C3)CC2)CC1)C(=O)O,generated,715.936,4.375880000000005,-8.5
AATV,3,C=C(CC)C(=O)N1CC=CC=Cc2cc(C(N)=O)ccc2C(=O)C(C(=O)O)CC1,generated,396.4430000000002,2.4369000000000005,-8.5
AAEE,2,COC1=CC=C2C(=CC=CCc3ccccc31)C2=CC(C=C(C(=O)O)C(=O)OC(C)C)CC(=O)O,generated,476.52500000000026,4.632500000000002,-8.5
ABNR,1,CC1(C)C=C(C2=CC=C(C3=CC=C(Cl)CC3)C2c2ccc(-c3ccccc3)cc2)CC1,generated,425.01500000000016,8.892900000000001,-8.5
AASR,3,CC1=CC=C(C(=O)NC(=O)N2CCN(C(=O)c3ccccc3)C2)C(C)(C)C=CC=C1,generated,405.4980000000001,3.663000000000003,-8.5
ABAR,3,Cc1ccc(C(=O)NC2=CC=C(C(=O)Nc3ccccc3)C2)c2ccccc12,generated,368.43600000000015,4.730720000000003,-8.5
AAXX,3,CCC(C)NC(=O)C(CC1=CC=CC1)NC(=O)C(CC1=CC=C(CCc2ccc(-c3ccccc3)cc2)CC1)NC(=O)C(=CC=CC=CC=CC=CC=CC=CC=C(C)C)C(=O)C1C=CCC1,generated,896.229,12.248699999999983,-8.5
ABED,3,CC(C)(C)C1=CC=C(C(=O)Nc2ncccc2-c2ccccc2)C(O)CC(=O)NC(CC(=O)O)C(=O)c2ccccc21,generated,567.6420000000003,4.650000000000003,-8.5
AAWJ,3,CC1CCCCCC(NC(=O)c2ccc(C(=O)Nc3ccccc3)cc2)c2ccccc21,generated,426.5600000000001,6.477600000000006,-8.5
AAWR,0,CC(C)N(Cc1ccc(C(N)=O)cc1)Cc1cccc2ccccc12,generated,332.44700000000006,4.349300000000003,-8.5
ADDJ,1,CC1=CC=C(CN(Cc2ccc(C#N)cc2)N=c2nc(F)cc(F)cc2C)C(O)C(O)C1O,generated,454.47700000000015,1.8268,-8.5
AAFE,4,CC(C)(C)CC(O)N1CCC(C(=O)NC2=NN=CN(Oc3ccccc3)Cc3ccccc32)CC(=O)c2ccccc21,generated,567.6900000000003,5.156200000000005,-8.4
AAIP,4,CC(=CC=C1CCN(C(Cc2ccccc2)C(=O)NC(C#CC(C)C)C2=CC=CC(Oc3ccccc3)CCCCC2)C(=O)C1)NC(=O)CN(C)C,generated,704.9559999999998,6.7666000000000075,-8.4
AAEF,3,CC(NC(=O)C1=CC=C(CC(N)=O)C(=O)N2C=CC=CC=C(CC1)CC2)C(=O)O,generated,399.44700000000023,1.3262999999999998,-8.4
AADC,3,CC1CCC(C(=O)NC2=CC=C(C(=O)Nc3ccccc3)C2)c2ccccc21,generated,372.46800000000013,4.636400000000004,-8.4
AAZZ,4,CC(N)C(=O)N1CCC(C(=O)N2CCC(c3ccccc3)CCCC(NC(=O)c3ccccc3)C(=O)Nc3ccccc32)C1=O,generated,609.7270000000002,3.836800000000001,-8.4
ABAN,4,CCCC=CC(=O)NC(CC1=CC=CC=CC=C1)C(=O)NC(CC1CCC(O)CCC(Nc2nnnnn2)CC1)C(=O)O,generated,594.7170000000002,2.5727,-8.4
ABHO,4,CC1=CC=CC(C(=O)NCC2CCC(C(=O)Nc3ccccc3)CC2)NC(=O)c2ccccc21,generated,457.5740000000002,4.3194000000000035,-8.4
ABJA,4,CCC(CC(=O)c1ccccc1F)NC(=O)C(Cc1ccccc1)NC(=O)CN1C=C(C(=O)Nc2nnnnn2)CC1,generated,575.6049999999999,1.2241000000000006,-8.4
AAQJ,4,CN(CC(=O)NC(Cc1ccccc1)C(=O)NC(=O)Cc1ccc(O)cc1)C(=O)C1=CC=C(O)C1=O,generated,491.5000000000003,0.7143999999999993,-8.4
AADQ,3,CNC(=O)C(Cc1cccc2ccccc12)NC(=O)C(CC(=O)O)NC(=O)Cn1c(=O)oc2ccccc21,generated,518.5260000000003,1.1807,-8.4
ABOH,4,CC(C)(C)CC(=O)N1CCC(C(=O)NC2=NN=NN=NN2c2ccccc2)C=CC1=O,generated,424.46500000000015,2.995700000000001,-8.4
ADDO,1,COC1=CCCC(OC2=CC(c3ccc(Cl)cc3)OCC2=C2C=C(O)CC2)C=C1,generated,412.91300000000024,6.093000000000005,-8.4
