id,gen,smile,source,weight,score,logp
AAII,0,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cc2ccccc2c(=O)[nH]1,generated,348.28000000000003,-7.4,3.679000000000002
AAUV,0,Cc1cc(NC(=O)CSc2nnc(-c3ccccc3)n2C2CC2)on1,generated,355.4230000000001,-7.4,3.307220000000002
ABRR,0,Fc1cccc(COc2cc(-c3ncc[nH]3)cc(N3CCCCC3)n2)c1,generated,352.41300000000024,-7.4,4.180100000000002
ABLS,0,CC1(C)CC(=O)C(CC(=O)Nc2ccc(-c3cccc(Cl)c3)cc2)=C(OCc2ccccc2)C1,generated,474.0000000000002,-7.4,7.195600000000007
ABJW,0,COc1ccc(C(=O)C(=Cc2cccc(Br)c2)C(=O)NCc2ccco2)cc1OC,generated,470.3190000000002,-7.4,4.642000000000004
AAKS,0,N#CC(C(=O)c1ccc(Cl)cc1)c1ccc2c(c1)OCCO2,generated,313.7400000000001,-7.4,3.601280000000002
AAVV,0,CC1CCCN1c1cccc(CC(=O)N2CCCC2c2ccccc2)n1,generated,349.478,-7.4,3.9765000000000033
AAXR,0,CC(NC(=O)NCc1ccccc1-n1cccn1)c1ccccn1,generated,321.384,-7.4,2.827700000000001
AAXM,0,COC(=O)C1=C(C)NC(N)=Nc2ccc(-c3ccc(OC)cc3)cc21,generated,337.3790000000001,-7.4,2.8156000000000008
AARB,0,Cc1ccc(S(=O)(=O)n2cc(C#N)c3ccccc32)cc1,generated,296.35100000000006,-7.4,3.0584000000000016
AASW,0,CCC1CCC(C(=O)Nc2nnc(-c3ccncc3)o2)CC1,generated,300.36200000000014,-7.4,3.286500000000001
ABQM,0,Cc1cc(NS(=O)(=O)N2CCN(c3noc4cc(F)ccc34)CC2)no1,generated,381.3890000000001,-7.4,1.7422199999999997
ABSB,0,CCc1cc(-c2cc(-n3ccnc3)nc(-c3ccc(Cl)cc3)n2)no1,generated,351.797,-7.4,4.200100000000003
ABAB,0,COc1ccc(NC(=O)C2CC3CCC2(C)C3(C)C)cc1,generated,287.40299999999996,-7.4,4.096100000000003
AAXI,0,NC1=NC(c2cccc(C(F)(F)F)c2)(N2CCOCC2)C(=O)N1,generated,328.29400000000004,-7.4,0.6349000000000002
ABFQ,0,Cc1nc(CCNC(=O)Nc2ccc(F)cc2Cl)c2c(C)noc2n1,generated,363.7800000000001,-7.4,3.3913400000000014
AAWG,0,COc1ccc(-n2cc(COc3ccc(C(=O)NS(=O)(=O)c4ccco4)cc3)nn2)cc1,generated,454.4640000000001,-7.3,2.566600000000001
ABOK,0,CN(C)C(=O)CC1CCC(Oc2cc(-c3n[nH]c4ccccc34)ncn2)CC1,generated,379.4640000000001,-7.3,3.4358000000000013
AAGS,0,O=C(c1ccc(Oc2cccnc2)cc1)n1c2ccccc2c2ccccc21,generated,364.4040000000001,-7.3,5.670300000000004
ABOM,0,Cc1ccc(C2=C(c3ccccc3)C(=O)N(CCc3ccc(O)cc3)C2=O)cc1,generated,383.44700000000006,-7.3,4.222920000000003
ABRD,0,CC(C)(C)OC(=O)N1CC(=Cc2cccc(OC(F)(F)F)c2)C(=O)NC1=O,generated,386.3260000000001,-7.3,3.4555000000000025
AAIA,0,O=C(Nc1nc2ccccc2[nH]1)c1ccc(-n2ccnc2)nc1,generated,304.31300000000005,-7.3,2.3959
ABBQ,0,O=C(Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1)c1ccc(Cl)cc1,generated,315.716,-7.3,2.1220999999999997
AAUJ,0,NC(=O)c1cnc(NCc2ccccc2Cl)nc1Cc1ccc(F)cc1,generated,370.8150000000001,-7.3,3.5709000000000017
ABAZ,0,CC(=O)N(Cc1ccc(C)cc1)C1CCN(c2ccccc2)CC1,generated,322.45200000000006,-7.3,4.012520000000004
ABLC,0,Cc1cc(Nc2ccc(Cl)c(C(=O)NCCO)c2)c2ccccc2n1,generated,355.82500000000005,-7.3,3.662320000000002
AAZW,0,COc1cc(C2CC(c3ccccc3)=NN2c2ccc(Cl)cc2)cc(OC)c1O,generated,408.8850000000002,-7.3,5.418500000000004
ABNL,0,COc1ccc(S(=O)(=O)CC2C(=O)NC(=O)N(CC(=O)N3CCCC3)C2=O)cc1,generated,423.4470000000003,-7.3,-0.21409999999999862
AAZX,0,O=C(O)C1Cc2ccccc2CN1C(=O)c1ccc(Cl)c(Cl)c1,generated,350.201,-7.3,3.645100000000003
ABHI,0,Cc1cccc(CN2CCN(C3CCCC3)C(=O)C2=Cc2ccc(N(C)C)cc2)c1,generated,403.5700000000001,-7.3,4.688920000000005
ABBN,0,Cc1cccc(CS(=O)(=O)c2ccc(C)c(C(=O)NC3CC3)c2)c1,generated,343.4480000000001,-7.3,3.1695400000000014
AATZ,0,Cc1ccc(-c2nnc(NCc3ccccc3)s2)cc1NC(=O)C(C)C,generated,366.4900000000001,-7.3,4.720120000000003
ABFX,0,CC(C)(C)c1ccc(C(=O)NCC2(O)CC(c3ccccc3)CC2c2ccccc2)cc1,generated,427.5880000000001,-7.3,5.806400000000005
AAYR,0,O=C(O)C(Cc1ccccc1)C(CCN1C(=O)CCCC1=O)c1ccccc1,generated,379.45600000000013,-7.3,3.6429000000000027
AAQP,0,Cc1cc(NC(=O)C(C)Oc2ccc3c(c2)OCO3)sc1C,generated,319.38200000000006,-7.2,3.499640000000002
AADT,0,C=C1C(O)CC(=C(c2ccccc2)c2ccc(Cl)cc2)C2CCC1O2,generated,352.86100000000016,-7.2,5.0103000000000035
ABKI,0,CC(C)C(NC(=O)Cc1ccc(Cl)c(Cl)c1)c1nc2ccccc2[nH]1,generated,376.2870000000001,-7.2,4.9257000000000035
ABCT,0,CC(Oc1ccccc1)C(=O)Nc1ccc(-n2ccnc2)nc1,training,308.341,-7.2,2.673300000000001
ABKT,0,COc1ccc(C=CC(=O)NCCc2ccc(OCc3cccc(C(=O)O)c3)cc2)cc1,generated,431.4880000000001,-7.2,4.344500000000004
ABSE,0,O=c1c2ccccc2nnn1-c1c(F)cc(F)cc1F,generated,277.205,-7.2,2.1980000000000004
ABFE,0,O=C(C(=Cc1ccco1)N1CCN(c2ccccc2)CC1)c1ccccc1,generated,358.4410000000001,-7.2,4.325600000000003
ABET,0,COc1ccc(C(=O)c2c(C)nn(Cc3ccc(F)cc3)c2N)cc1OC,generated,369.39600000000013,-7.2,3.209320000000001
ABBT,0,CCCCCCCCCCCCCCC(=O)Nc1cccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)c1,generated,613.8430000000001,-7.2,9.192500000000003
ABEP,0,CC1=C(Cc2cccc(N3CCCC3)c2)C(=O)C(C)=C(c2ccccc2)C1=O,generated,371.48,-7.2,4.7713000000000045
ABKA,0,CC(C)(C)NC(=O)Nc1ccccc1NC(=O)NC1CCCCC1O,generated,348.44700000000023,-7.2,3.0316000000000014
ABHA,0,CN1C(=O)CC(C)(C2CCN(C(=O)COc3ccc(OC(F)(F)F)cc3)CC2)NC1=O,generated,443.42200000000014,-7.2,2.5330000000000004
ABCS,0,CC1CCCN(S(=O)(=O)c2ccc3nnc(-c4ccco4)n3n2)C1,generated,347.4000000000001,-7.2,1.8049
AAKR,0,CCC(CC)N(C)c1cc(C)c(C)c(C)c1Sc1ccc(OC)cc1,generated,357.5630000000001,-7.2,6.396460000000007
ABIP,0,COc1ccc(CN(C)C(=O)NCc2cccc(Oc3ccccc3)c2)cc1,generated,376.4560000000001,-7.2,4.829100000000004
AAVK,0,CC(=O)NCC1CN(c2cc(C(F)(F)F)ccc2C(F)(F)F)CCO1,generated,370.2930000000001,-7.2,3.065500000000001
AAAV,0,Cc1ccc(NC(=O)CN2C(=O)CC(C)C2=O)cc1C,generated,274.32,-7.2,1.63694
AAPB,0,NC(=Nc1ccc(-n2ccc3ccccc32)cc1)NCc1ccccc1,generated,340.4300000000001,-7.2,4.366500000000003
AAZP,0,Nc1ccc2c(c1)C(=O)NC2c1cc(Cl)c2ccccc2c1,generated,308.76800000000003,-7.2,3.9082000000000017
AAYT,0,Cc1nc(O)c(C(=O)Nc2ccc(Oc3ccccc3)cc2)nc1C,generated,335.36300000000006,-7.2,3.8436400000000015
AASK,0,O=C(Cc1ccc(Cl)cc1)NNC(=O)CC(c1ccccc1)c1ccc(F)cc1,generated,410.8760000000001,-7.2,4.391200000000003
ABBD,0,COc1cccc(-c2cc3c([nH]2)CCN(c2ncccn2)CC3)c1,generated,320.3960000000001,-7.2,3.0855000000000015
AASY,0,CC(C)C(CO)NC(=N)Nc1ccc(NC(=O)Nc2cccc3ccccc23)cc1,generated,405.5020000000001,-7.2,4.436970000000001
AANJ,0,N#Cc1ccccc1-c1ccc(-c2ccc(C(=O)NC3CC3)cc2)cc1,generated,338.4100000000001,-7.2,4.784480000000005
ABBC,0,COc1ccc(C(C)NC(=O)Cc2c(C)n[nH]c2C)cc1,generated,287.363,-7.2,2.4550400000000003
AAUW,0,O=C(Nc1ccc(C(F)(F)F)cc1)c1ccccc1C(=O)C1CCCCC1,generated,375.39000000000027,-7.2,5.7207000000000034
ABBR,0,O=C(O)C1(Cc2ccc3c(c2)OCO3)CCCCC1,generated,262.30499999999995,-7.2,2.9929000000000014
AAWJ,0,Cc1ccc(-c2nc3ccccc3c3cc(C)ccc23)c(C)c1,generated,297.40100000000007,-7.2,5.980260000000005
AAYE,0,O=C(Nc1ccc(Br)cn1)c1ccc(-c2cccnc2)[nH]c1=O,generated,371.1940000000001,-7.2,2.846700000000001
AAIE,0,CC(NC(=O)c1cccc(O)c1)c1ccccc1S(C)(=O)=O,generated,319.38200000000006,-7.1,2.2867000000000006
AALK,0,Cc1ccccc1NC(=O)c1nnc(-c2cccc(Cl)c2)o1,generated,313.744,-7.1,3.9507200000000022
AAHN,0,CC(C)(C)c1cccc(C2CC(c3ccc(F)cc3)=NO2)c1,generated,297.373,-7.1,4.9889000000000046
ABCX,0,COC(=O)c1ccc(C(=O)CC(=O)Nc2ccccc2OC)cc1,generated,327.33600000000007,-7.1,2.6933000000000007
ABAW,0,CC1(C)CCC(CN2CCC(c3ccc(C#N)cc3)CC2)CC1,generated,310.4850000000002,-7.1,4.954080000000005
ABGO,0,CC(C)(C)c1ccc(OCCC(=O)N2CCC3(CC2)OCCO3)cc1,generated,347.4550000000001,-7.1,3.118500000000002
AAUL,0,Cc1ccc(C(NC(=O)c2ccc(C)o2)c2ccc(Br)cc2)cc1,generated,384.273,-7.1,5.178340000000004
AANR,0,NC(=O)c1ccc(-c2nc(-c3ccc(Cl)cc3)n[nH]2)cc1,generated,298.733,-7.1,2.891
ABFJ,0,COc1ccc(C=CC(=O)N2C(C)=C(C(C)C)CCC2(C)C)cc1,generated,327.4680000000001,-7.1,5.039400000000005
AAOF,0,Cc1ccc2[nH]c3[nH]c(=O)cc(C(F)(F)F)c3c2c1,generated,266.222,-7.1,3.3366200000000017
ABQZ,0,O=C(C=Cc1ccco1)NC1(c2ccc(C(F)(F)F)cc2)CCCCC1,generated,363.3790000000002,-7.1,5.287400000000003
ABOA,0,CS(=O)(=O)N1CCC(C(=O)NC(C(=O)NO)C2CCCCC2)C1,generated,347.4370000000003,-7.1,-0.1615999999999984
AAEO,0,COc1ccc(-c2cnc3cc(-c4ccncc4)ccc3c2)cc1,generated,312.37200000000007,-7.1,4.972400000000004
ABCK,0,Cc1ccc2[nH]nc(NCc3ccc(-c4ccccc4)cc3)c2c1,generated,313.40400000000005,-7.1,5.150420000000003
ABMW,0,COc1ccc2oc(=O)c3ccc(OCC4CCCCC4)cc3c(=O)c2c1,generated,366.4130000000002,-7.1,4.274100000000003
AARF,0,N#Cc1ccccc1-c1cccc(S(=O)(=O)NCc2ccco2)c1,generated,338.3880000000001,-7.1,3.296780000000002
AADP,0,Cn1cc(-c2ccc(-n3cc(C(F)(F)F)nn3)cc2)ccc1=O,generated,320.274,-7.1,2.6518000000000006
ABLH,0,CC(NC(=O)c1cnc(-c2ccccc2)nc1)c1ccncc1,training,304.353,-7.1,3.029600000000001
ABJC,0,COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1OC,training,282.29900000000004,-7.1,2.6073000000000004
AAWV,0,O=C(CC1CCCCC1)Nc1cccc(S(=O)(=O)NC2CCCCC2)c1,generated,378.53800000000024,-7.1,4.206500000000003
AAXB,0,O=C(O)CCCCN1CCN(c2ccc(Nc3ncnc(Nc4ccc(Br)cc4)n3)cc2)CC1,generated,526.4390000000001,-7.1,4.498200000000003
ABRP,0,O=C(Cn1nc(-c2ccccc2)oc1=O)NCCc1ccccn1,generated,324.34000000000003,-7.1,1.2571999999999999
AADD,0,COc1ccc(Nc2cc(-c3ccccc3)nc(N)n2)cc1,generated,292.342,-7.1,3.4780000000000006
AASA,0,CC(C)CNC(=O)C(NC(=O)Nc1ccn(Cc2ccccc2)c1)c1ccccc1,generated,404.51400000000007,-7.1,4.171400000000003
AAWA,0,Cc1cc(C)nc(Nc2cc(-c3ccccc3)c(=O)n(C)c2C#N)n1,generated,331.3790000000001,-7.1,3.074420000000001
AAHK,0,CC1CCN(C(=O)Cn2nnc(-c3cccc(Cl)c3)n2)CC1,generated,319.7960000000001,-7.1,2.2520000000000007
ABHR,0,Cc1ccc(-c2ccc(N3CCC(N4CCCCC4)CC3)nn2)o1,generated,326.444,-7.1,3.4997200000000026
ABJV,0,Cc1cc(=O)n2sc(-c3ccc(C)c(C)c3)cc2n1,generated,270.357,-7.1,3.3482600000000016
AAXP,0,Cc1ccc(S(=O)(=O)C(C)C(=O)N(C)c2ccccc2)cc1,training,317.41,-7.0,2.8202200000000017
ABEV,0,Cc1cccc(NC(=O)c2cccc(-c3ccoc3)c2)c1,generated,277.32300000000004,-7.0,4.5073200000000035
AAVQ,0,O=C(NCC(Cc1ccccc1)C(=O)NCc1ccc(Cl)cc1)c1ccc(O)cc1,generated,422.9120000000001,-7.0,3.950700000000002
ABIR,0,COc1ccc(C(OCCNC(=O)c2cccc(C)c2)c2ccc(C)cc2)cc1,generated,389.4950000000001,-7.0,4.848040000000005
AAWU,0,CC(=O)c1ccc(Nc2nc(Nc3ccccc3)nc3ccccc23)cc1,generated,354.41300000000007,-7.0,5.319600000000003
AAFV,0,CC(C)CN(CC(C)O)CC(C)NS(=O)(=O)Nc1ccc2c(c1)OCO2,generated,387.5020000000001,-7.0,1.3889
ABHL,0,CCc1cc(CNC(=O)C(C)NC(=O)c2ccccc2)cn1C,generated,313.40100000000007,-7.0,2.0221999999999998
ABHS,0,Cc1cc(=O)c2ccccc2c(Oc2ccc([N+](=O)[O-])cc2)n1,generated,308.293,-7.0,3.6039200000000022
AAEB,0,CC1(C)CCCCC1OC(=O)c1ccc(-n2ccnc2)cc1,generated,298.386,-7.0,3.997900000000003
ABJJ,0,CC(=O)NC(CN1CCOC(c2ccccc2)C1)c1ccccc1,generated,324.42400000000004,-7.0,2.9373000000000014
ABRB,0,CC(C)CCNC1=NC2(CCCCC2)c2cc(Cl)ccc2O1,generated,320.864,-7.0,4.883500000000004
ABJT,0,Cc1cccc(C=Cc2ccc(C(=N)N3CCCC3)cc2)c1,generated,290.40999999999997,-7.0,4.586590000000004
AAXT,0,COc1ccc(-c2cn3c(n2)CCN(Cc2cccnc2)C3=O)cc1,generated,334.379,-7.0,2.980100000000001
ABJE,0,CC(Nc1nc(-c2ccc(C(F)(F)F)cc2)no1)c1ccccc1,generated,333.31300000000005,-7.0,4.928500000000003
ABEE,0,CN(C)CCCCN1CCC(COC(=O)c2nn(CC3CCCCC3)c3ccccc23)CC1,generated,454.6590000000004,-7.0,4.827200000000004
ABII,0,Cn1nc(-c2ccc(C(C)(C)C)cc2)nc1NCc1ccc(F)cc1,generated,338.43,-7.0,4.530800000000004
ABNI,0,Nc1cc(-c2ccccc2)nc2nc(-c3ccc(F)cc3)nn12,generated,305.316,-7.0,3.1796000000000015
ABLJ,0,COC(=O)c1cccc(C2CCCN(S(=O)(=O)N3CCOCC3)C2)c1,generated,368.4550000000002,-7.0,1.2295999999999998
AANC,0,CC(C)(C)c1ccc(CNC(=O)C2CCN3C(=O)C=CC(O)C3C2)cc1,generated,356.466,-7.0,2.1382000000000003
AAHU,0,CC(C)(C)C(c1ccccc1)C(C#N)c1nc2ccccc2[nH]1,generated,303.409,-7.0,4.999980000000004
ABRK,0,CC1C(O)c2ccccc2CC12CCN(C(=O)OC(C)(C)C)CC2,generated,331.4560000000001,-7.0,3.9295000000000035
ABNN,0,CNC(=O)CC1CCN(C(=O)NCC2Cc3ccccc3C2)CC1,generated,329.44400000000013,-7.0,1.9590999999999992
ABPB,0,O=C(NCc1ccc(C(F)(F)F)cc1)c1ccc(=O)n(-c2ccccc2)c1,generated,372.34600000000006,-7.0,3.7863000000000024
AASM,0,Cn1cc(N2CCC(c3ccc(-c4ccccn4)cc3)CC2)cn1,generated,318.42400000000015,-7.0,3.866100000000002
ABQU,0,O=C(Nc1ccc(-c2ccc(Cl)cc2)cc1)Nc1cccnc1,generated,323.7830000000001,-7.0,5.046000000000003
AACO,0,CN(C)c1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,generated,308.337,-7.0,4.587800000000003
ABPD,0,NC(=NN=C1SC(c2cccc(Br)c2)C(c2ccccc2)C1=O)c1ccccc1,generated,464.3880000000002,-7.0,5.308900000000004
ABPP,0,CC(C)(C)C(NC(=O)c1cccc(-n2cccc2)n1)c1cccnc1,generated,334.42300000000006,-7.0,3.784500000000002
ABNJ,0,Cc1cccc(C(=O)c2ccccc2NC(=O)COC(=O)Nc2cc(C)on2)c1,generated,393.3990000000001,-7.0,3.709640000000001
