id,gen,smile,source,weight,logp,score
ABXT,3,CC1=CC=C(C(=O)NC2=CC=C(c3ccccc3)CC2)C2CC(=CC=CC=C1)C1=CC=CCCC1C2,LSTM,473.6600000000003,8.091600000000007,-9.0
ABQY,3,CC1=CC=CC=CC1CCCC(C)c1ccccc1C=C1C=C(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)N1,LSTM,554.7340000000003,8.741800000000007,-9.0
AAUN,3,O=C(Cc1ccc(NC(=O)Nc2ccc(-c3ccccc3)c(=O)[nH]2)cc1)NC(=O)Nc1ccc(CCCCCCCCc2ccccc2)cc1,LSTM,669.826,8.702500000000002,-9.0
ACCI,3,CC1CCCCCCCCC2=CC=C(C(=O)Nc3ccccc3)CCC2=CC=CC=C1C=CC=C1C=CC=C1,LSTM,517.7570000000003,10.059799999999994,-9.0
ABGR,3,CC1=CC=C(C(O)C2OC(CO)C(O)C(O)C2O)CNC(=O)C2=CC=C(CC(=O)Nc3ccccc3)C2=CC=C1C=CC=CC=C1OCC=CC=C1CNc1ccccc1O,LSTM,829.9470000000001,4.267000000000003,-9.0
ACER,3,CC1=CC=C(C2=NN=NC2=O)c2ccccc2C=C1C=CC(C)C,LSTM,317.3920000000001,4.973900000000003,-9.0
ACJX,3,CC1=CC=CC(C)(C)C(c2ccc(-c3ccccc3-c3ccccc3)cc2)=CC=C1Cc1ccccc1C,LSTM,492.70600000000024,10.423819999999994,-8.9
ABJA,3,Cc1ccc(C(=O)Nc2ccc(CC(=O)NC(=O)c3cccc(C(F)(F)F)c3)cc2)cc1,LSTM,440.42100000000005,4.765220000000003,-8.9
ABSE,3,CC(NC(=O)CC1=CC=C(C2=CC=CC(c3ccccc3)C=C2)C1=O)c1ccccc1,LSTM,407.5130000000001,5.525600000000005,-8.9
AAGH,3,Cc1ccc(-c2ccccc2C(=O)Nc2ccc(Cc3ccccc3-c3ccccc3)cc2O)c(=O)[nH]1,LSTM,486.57100000000014,6.566020000000006,-8.9
AAQT,3,O=C(Nc1ccc(-c2ccccc2)c(=O)o1)C1=CC=C(C2=CC=C(c3ccccc3)CC2)C1,LSTM,433.50700000000023,6.305600000000005,-8.9
ABRN,0,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNNC(=O)C(Cc1ccccc1)OC(=O)c1ccccc1,generated,547.6520000000003,3.5724000000000027,-8.9
ACFT,3,CC(=O)c1ccc(CC(C)=CC=C2CC(C(=O)NC3=CC=C(c4cccnc4)CC3)=CC=C2C)[nH]c1=O,LSTM,493.6070000000002,5.541600000000005,-8.9
ACGR,3,CC1=CC=C(C(=O)NC2=CC=C(CNC(=O)c3ccc(C)cc3-c3ccc(C)cc3)C(=O)NC2=CC=CC=C2C=CCCC(C)CC2)CC1,LSTM,653.8669999999998,8.555840000000005,-8.9
AAKW,3,Cc1ccc(CC(=O)NN2C=CC(C)C3=CCN(CCCCN=CC=CC=C3)CC2)cc1,LSTM,432.61200000000025,4.239520000000004,-8.9
ABZS,3,CC(=O)NC(C(=O)NC(=O)c1ccc(C2=CN=C(Nc3ccccc3)C2=O)c(=O)[nH]1)C(=O)Nc1ccccc1,LSTM,526.5090000000002,1.2088999999999996,-8.9
AAIR,3,CC(=O)c1ccccc1NCc1ccccc1Cc1ccccc1C=CC(C)c1ccc(NC2=NN=NC2=O)cc1,LSTM,541.6550000000001,7.6268000000000065,-8.8
AAFV,3,CC(=O)NC(=O)c1ccc(C(=O)NC2=CC=C(C(=O)Nc3ccccc3-c3ccccc3)CC2)c(=O)[nH]1,LSTM,496.5230000000002,3.2908000000000017,-8.8
ABUK,3,CC(=O)C1=CC=C2CCCCCCCCC=C(C=CC=CC=C1C)CCCCCCCCCCCCCC2,LSTM,518.8700000000005,12.022699999999983,-8.8
AAEL,3,Cc1ccc(C(=O)NC2=NN=NC(c3ccccc3)CC2)c2ccccc12,LSTM,356.4290000000002,5.178820000000004,-8.8
AACT,3,O=C(NC1=CC=C(c2ccccc2)CC1)C(=O)N1CCc2ccc(Oc3ccccc3)cc21,LSTM,436.51100000000014,5.245500000000004,-8.8
ABIP,3,CC1=CC=CC(C(=O)Nc2ccc(-c3ccccc3-c3ccccc3-c3ccccc3F)cc2)C1,LSTM,459.5640000000002,8.287600000000005,-8.8
AANW,3,Cc1ccc(C(=O)Nc2nnnn2-c2ccccn2)c2ccccc12,LSTM,330.3510000000001,2.7712200000000005,-8.8
ACEE,3,CC(=O)Nc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1ccc(N2CCCC2=O)c(=O)[nH]1,LSTM,463.4690000000003,3.5951000000000013,-8.8
ACEH,3,O=C(Nc1ccc(-c2ccccc2)c(=O)[nH]1)c1ccc(C(=O)Nc2ccc(Br)cc2)c(=O)[nH]1,LSTM,505.32800000000015,3.997300000000002,-8.8
ABCE,3,Cc1ccccc1C1=CCOC2CCCCCCCCCCCCC(C)C=CC2=C1,LSTM,406.65400000000017,8.590720000000005,-8.8
ACFF,3,CC(C)C(=O)NC(=O)c1ccccc1C=Cc1ccc(Cc2ccccc2N)c(=O)[nH]1,LSTM,415.4930000000002,3.630700000000001,-8.8
ACNV,3,CC(=O)NC(Cc1ccccc1)C(=O)N1C=CC=CC=CC(C(=O)NC2=CC=CC=CC=C2)=CC1,LSTM,467.5690000000002,3.810800000000002,-8.8
AAWW,3,CC=C(F)C=CN1NC(=O)CC2=CC=C(C(=O)Nc3ccc4c(c3)OCCO4)C=CC=CC=CC=CC=CC=C1C2,LSTM,553.6340000000001,6.441600000000006,-8.8
ACMM,3,O=C(Cc1ccc(CC2=CC=C(NC(=O)c3ccccc3)C2=O)cc1)Nc1ccccc1,LSTM,422.4840000000001,4.2333000000000025,-8.8
ACAR,3,O=C(COc1ccccc1)CC1=CC=C(Cc2ccccc2-c2ccccc2)CC1,LSTM,394.5140000000001,6.580900000000006,-8.8
ACKN,3,CC(=CC=C1C(C)=CC=CC1NCC(=O)NC(=O)NC1=NN=NC1=O)C(=O)Nc1ccccc1C=CC(=O)NC1=CC=C(N2CCOCC2)C1,LSTM,679.7379999999997,2.736900000000001,-8.8
ACPI,3,CC(=O)NC1=CC=C(CC(=O)NCCCC=C(C)C)C(=O)NC2=CC=C(C(=O)Nc3ccccc3)CCC2=CC=CC=CC=C1,LSTM,606.7670000000003,6.153100000000006,-8.8
ABSX,1,CC(C)(C)NC(=O)NC1=CC=C(C=CC=C2CNC=C2O)C=CC2=CC=C(Cc3ccccc3)C2=C1,LSTM,479.62400000000025,5.984900000000005,-8.8
ADLB,1,CC(=O)NC(=O)Cc1ccccc1C=CC1=CC=C(N2CCOCC2)C(C)=CC=C1,LSTM,404.5100000000003,3.563600000000002,-8.8
ADHJ,1,CC(C)C(=O)NC1=CC=C(NC2=CC=C(CC3=Cc4ccccc4C3=O)OC2=CC=NOC2NCC=C(Br)C=C2F)C2=C[SH]=CC=C2C=C1,LSTM,741.6830000000002,7.193200000000007,-8.8
AANZ,0,O=C(C=Cc1ccc(CNCc2ccc(Cl)cc2)cc1)N(Cc1ccccc1)Cc1ccc(Br)cc1,generated,559.9350000000002,7.634500000000006,-8.8
ACCV,1,CC(C)(C)NC(=O)NC1=CC=C(Nc2ccccn2)C(=O)OC(C(=O)O)=NC(C2CCCCC2)C=C1,LSTM,495.58000000000044,3.9040000000000026,-8.8
ACQQ,1,CC(=O)Nc1ccc(Nc2ccc(-c3ccccc3)cc2)c2ccccc2cccc1O,LSTM,420.5120000000001,7.0388000000000055,-8.8
AAOB,3,CC1=CC=C(C(=O)NC2=CC=C(Nc3ccccc3)CC2)Cc2ccccc2C=CC1,LSTM,408.5450000000003,6.3086000000000055,-8.7
AANY,3,Cc1ccc(-c2cnnn2-c2ccc(C3CCCCCC3)cc2)c(C)c1,LSTM,345.4900000000001,5.988940000000006,-8.7
ABCG,3,CC1=CC=CC(C(=O)Nc2ccccc2C=C2C=CC(c3ccccc3)CC2)C=C1,LSTM,393.53000000000014,6.830800000000006,-8.7
ABTB,1,Cc1ccc(CN2C(=O)Nc3ccccc3C2=CC=CC=C2C=CCC2)cc1,LSTM,368.4800000000002,6.216220000000004,-8.7
AAUK,3,CC(C)(C)CCCc1cccccccccccccccccccc2c(cccccccccc(CCC=CC=CC=CC#N)cn1)C=CC(c1ccccc1)N2,LSTM,802.163,15.625979999999963,-8.7
ABFZ,0,O=C(OC(Cc1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(Cl)cc1,generated,412.91600000000005,6.683300000000005,-8.7
AAUO,3,CC(=O)Nc1ccc(C(=O)Nc2ccc(-c3ccccc3)cc2)c2ccccc12,LSTM,380.44700000000006,5.717500000000004,-8.7
ABMV,3,CS(=O)(=O)NC1=CC=C(CC(=O)N2C=CC(c3ccccc3-c3ccccc3)C(C(=O)Nc3ccccc3)OCC2)CC1,LSTM,597.737,5.360400000000006,-8.7
ABZS,1,CN(C)C1=CC=C(Nc2ncccc2-c2ccccc2)c2nnc(-c3ccccc3)cc2C=C1,LSTM,443.55400000000014,6.130900000000005,-8.7
ABEP,3,CC(C)=CC=CC=CC=CC=CC=CC=CC=CC=CC=C1C(C)=CC=CC1c1nnnn1C1=CC=CC=C2CCN=C2C1=O,LSTM,593.775,8.365900000000007,-8.7
ACJI,3,NC(=O)CC1=CC=C(Nc2ccccc2)C=Cc2ccccc21,LSTM,302.37700000000007,3.968200000000003,-8.7
ABNH,1,Cc1ccccc1CC(=O)NN1CCN(CC(=O)N(C)C)CCC2=CC=CC(=Nc3ccccc31)C(=O)N2,LSTM,514.6300000000003,2.5116200000000006,-8.7
ABBW,3,CC(C)(C)NC(=O)CC1=CC=C(NC(=O)N2C=CN(CC(=O)NC(=O)c3ccccc3-c3ccccc3)CC2)CC1,LSTM,555.6790000000001,4.317300000000004,-8.7
ABWF,3,Nc1ncccc1CCc1ccc(C2=CC=C(c3ccccc3-c3ccccc3)CC2=O)[nH]c1=O,LSTM,459.5490000000002,5.244100000000006,-8.7
ACFU,3,CC1=CC=C(C(=O)N2CCCC(C)C2)C(=O)N2CCN(CC=CC=CC=CC=CC=C3C=CCCCCCC3)C=CC=C2C=C1,LSTM,605.8670000000002,8.29080000000001,-8.7
ABKI,3,O=C(NC1=CC=C(c2ccccc2)CC1)C(=O)Nc1ccc(-c2ccccc2)c2ccccc12,LSTM,444.5340000000001,6.322800000000004,-8.7
ABIV,3,N#Cc1ccccc1C=CC1=C2C=CC(C(=O)Nc3ccc(Br)cc32)C(C(=O)N2CCCCCC2)CC1,LSTM,556.504,6.724880000000005,-8.7
ACHX,3,O=C(CC1=CC=C(C(=O)Nc2ccc(C(F)(F)F)cc2)C1=CC=CC=C1C=CC=C1O)NC1=CC=C(Cc2ccccc2)CC1,LSTM,608.6600000000001,8.284100000000004,-8.7
ABVN,2,N#CC1C=CC=C(NC(=O)C2=CC=C(Nc3ccccc3)CCC2)N=C1Cc1ccccc1C=C1C=CCCC1,LSTM,526.6840000000003,7.567080000000006,-8.6
AAGH,2,CC(=O)Nc1ccc(C2=CC=CC(c3ccccc3)CC2)n(Cc2ccccc2)c1=O,LSTM,410.5170000000002,5.372200000000005,-8.6
ABMO,0,CC(C)(C)c1ccccc1N1CCN(c2ccc(N3CCN(CC(=O)N4CCCCCC4)CC3)c(Nc3ccccc3)c2)CC1,generated,608.8750000000005,6.578900000000007,-8.6
AAWN,3,CC(=O)NC(=O)CN1C=CC=CC=CC=CCC(CC(=O)NN2C(=O)CCCC=C2c2ccc(-c3ccccc3)c(=O)[nH]2)CCC1,LSTM,623.7540000000002,4.763700000000004,-8.6
